System ID,Book Title,Author,Category,Subject,Price,MRP,Stock,ISBN No,Description,Published Year,Binding,Pages,Weight,is_bestseller,is_trending,is_new_arrival,is_featured
FG1kvj7YT2x3d1YoQeda,Ilaj Bil Hijamah,Abdul Nasir Farooqi,3rd (Final) Prof.,Regimenal Therapy (Ilaj-bil-Tadbeer),80,100,10,9788200000000,,,,,,,,,
IfpwyQ0t9AC20I1H0IlY,Ilaj bil Tadabeer,Dr. Abdul Mubeen Khan,3rd (Final) Prof.,Regimenal Therapy (Ilaj-bil-Tadbeer),96,120,10,9789390000000,,,,,,,,,
nL3QSLEQUtuND6UhMfPp,Ilaj bil Tadabeer,Hkm. Kamaluddin Hamdani,3rd (Final) Prof.,Regimenal Therapy (Ilaj-bil-Tadbeer),96,120,10,9789390000000,,,,,,,,,
VfOTL4LqPEXJZANpm0Aw,Ilaj Bil Tadabeer,S. M. Akram,3rd (Final) Prof.,Regimenal Therapy (Ilaj-bil-Tadbeer),240,300,10,9788200000000,,,,,,,,,
8ioBMNxfaHfOGy1C64Jv,Ilaj Bil Tadabeer,Dr. Mehfuzur Rehman,3rd (Final) Prof.,Regimenal Therapy (Ilaj-bil-Tadbeer),80,100,10,9789390000000,,,,,,,,,
TIVjFDTSHU1MuuxXWTAm,Ilaj Bil Tadabeer,Dr. Ahmad Raza,3rd (Final) Prof.,Regimenal Therapy (Ilaj-bil-Tadbeer),640,800,10,9789390000000,,,,,,,,,
VaFUdUFakf8a0XjI2WwO,Ilaj Bil Tadabeer,Dr. Isa Nadvi,3rd (Final) Prof.,Regimenal Therapy (Ilaj-bil-Tadbeer),480,600,10,9789390000000,,,,,,,,,
cdLCkpnnq9xgLMQTlU03,Ilajul Amraz {Biyaze Khas},Hkm. Md. Sharif Khan / Kabiruddin,Masters or P.G.,Undefined,1600,2000,10,TEMP-9790000000780,,,,,,,,,
jN0vcji2kOiS6vPPVpSI,Ilajul Gurba,Hkm. Imam,Masters or P.G.,Undefined,120,150,10,9789390000000,,,,,,,,,
18KGzU2Fhj0kyShu7aMD,Ilme Jaraseem,Mirza Abdul Noor Baig,Reference Books,Pathology (Mahiyat-ul-Amraz,240,300,10,TEMP-9790000000797,,,,,,,,,
heAPTCmsa6waGtNNR7dE,Ilme Jaraseem,Allama Masood Hafiz,Reference Books,Pathology (Mahiyat-ul-Amraz,48,60,10,TEMP-9790000000803,,,,,,,,,
lySx9oc15n3ZUu1nlakK,Ilme Jinsiyat,Dr. Kamaruz Zama,General,Undefined,80,100,10,9788190000000,,,,,,,,,
jPDfdpXHeyTkpKiD4Mii,Ilmul Adad Ka Encyclopedia,Syed Zeeshan Nizami,General,Undefined,240,300,10,TEMP-9790000000810,,,,,,,,,
c2YeIj0kO61zEPLGW1ck,Ilmul Advia Doctory (Materia Medica),Muzaffar Hussain Awan,Reference Books,Undefined,640,800,10,TEMP-9790000000827,,,,,,,,,
J5PwCUS72XHBllaodEWD,Ilmul Advia Ki Do Taqseem,Hkm. Md. Kabiruddin,Reference Books,Undefined,0,0,10,TEMP-9790000000834,,,,,,,,,
gtk8yIynmAukjNhOQRyZ,Ilmul Advia Ques/Ans,Dr. Saleem,Exam Preparation,AIAPGET / PG / MD / MO / UPSC Entrance Exam Books,120,150,10,9788190000000,,,,,,,,,
CigBi2PW5IfV9GkDdSDQ,Ilmul Amraaz Qadeem Wa Jadeed,Dr. Sidra,2nd (Second) Prof.,Pathology (Mahiyat-ul-Amraz,240,300,10,9788200000000,,,,,,,,,
MXt9ab1IlERyY47kQcxl,Ilmul Amraz (Pathology),Hkm. Md. Yusuf Ansari,2nd (Second) Prof.,Pathology (Mahiyat-ul-Amraz,320,400,10,9789390000000,,,,,,,,,
OCwexCqaHByZieHqyF7o,Ilmul Amraz (Pathology),Dr. Zubair Ansari,2nd (Second) Prof.,Pathology (Mahiyat-ul-Amraz,200,250,10,TEMP-9790000000841,,,,,,,,,
y2PYvUzF4oP9naHeun1M,Ilmul Amraz (Pathology),Dr. Md. Gufran,2nd (Second) Prof.,Pathology (Mahiyat-ul-Amraz,240,300,10,TEMP-9790000000858,,,,,,,,,
Cl0ZMIVCoJ8KsN3R9OTq,Ilmul Jarahat,Abdul Irfan,3rd (Final) Prof.,Surgery (Ilmul Jarahat),0,0,10,TEMP-9790000000865,,,,,,,,,
o6DmQ8WBARiC1RPSfWXK,Ilmul Mufredat,Prof. Nisaar Ahmad,2nd (Second) Prof.,Single Drugs (Mufradat),0,0,10,TEMP-9790000000872,,,,,,,,,
9dkJV5ot56bl4J0QQCfx,Ilmul Saidla,Hkm. Md. Kabiruddin,2nd (Second) Prof.,Unani Pharmacy (Ilmul Saidla),120,150,10,TEMP-9790000000889,,,,,,,,,
BWAGJ2IZ6c1N9hpGxRox,Ilmul Saidla,Syed Afzal Hussain,2nd (Second) Prof.,Unani Pharmacy (Ilmul Saidla),320,400,10,9789390000000,,,,,,,,,
QX5ldHGavUweUkS72ZUE,Ilmul Saidla,Hkm. Wasim Ahmad Azmi,2nd (Second) Prof.,Unani Pharmacy (Ilmul Saidla),160,200,10,9789390000000,,,,,,,,,
03Pzz8KFPDy6eaoNV0Nx,Ilmul Wiladat Ilmul Qabla,Dr. Saleem Khan,3rd (Final) Prof.,Gynecology & Obstetrics (Amraz-e-Niswan wa Ilmul Qabalat),0,0,10,TEMP-9790000000896,,,,,,,,,
6sO14hHq7dBh38g9eYYt,Ilmum Samoom (Toxicology),Hkm. Hammad Usmani,2nd (Second) Prof.,Toxicology (Ilmul Samoom),120,150,10,TEMP-9790000000902,,,,,,,,,
r45pnbynRAc2DysOfJ0L,Ilmum Samoom (Toxicology),Hkm. Md. Yusuf Ansari,2nd (Second) Prof.,Toxicology (Ilmul Samoom),200,250,10,9789390000000,,,,,,,,,
NHCtzusdVTcbIknGVhb5,Inke Shafe Gaibi Al Hub Manmohni,Maulvi Karam / Ilyas Adil,General,Undefined,320,400,10,9789390000000,,,,,,,,,
0H5I1UnW1PViJ9pWTyuh,Integrative Management of Non Healing,Dr. Saiyad Shah Alam,3rd (Final) Prof.,Surgery (Ilmul Jarahat),320,400,10,9789390000000,,,,,,,,,
fGibRHXRrNpIRMcJvdi4,Intekhabe Mazameen,Md. Javed Akhtar,1st (First) Prof.,"Urdu, Arabic, Mantiq wa Falsafa",240,300,10,9788200000000,,,,,,,,,
oKfPyXMfwaOfhOA2XOie,Introduction of Al Umoore Tabaiyya,Dr. Ishtiyaq Ahmad,1st (First) Prof.,Basic Principle of Unani Medicine (Umoor-e-Tabiya),320,400,10,TEMP-9790000000919,,,,,,,,,
opjWo94iSwncX95gkI08,Iqbal Poetry Eng,Dr. Abdul Gani,General,Undefined,480,600,10,TEMP-9790000000926,,,,,,,,,
QzmVFUW1nw5lFIY6Rohe,Itlaaqi Kulliyat,Dr. Mehmooda Begum,1st (First) Prof.,Basic Principle of Unani Medicine (Umoor-e-Tabiya),240,300,10,TEMP-9790000000933,,,,,,,,,
pOlEaQbrd9ooYSsXcrMz,Jadeed Unani Dawasazi,Hkm. Zillur Rehman,2nd (Second) Prof.,Unani Pharmacy (Ilmul Saidla),160,200,10,9788190000000,,,,,,,,,
GLnVhaLLcFOEpNuQG9qq,Jama Usoole Tibb,Dr. Shezad Yaqoob,Exam Preparation,AIAPGET / PG / MD / MO / UPSC Entrance Exam Books,120,150,10,9789390000000,,,,,,,,,
xVRJ53w2fHlIhfiku4hC,Jame-ul-Hikhmat,Hkm. Mohd Hasan Qarshi,Masters or P.G.,Undefined,1600,2000,10,TEMP-9790000000940,,,,,,,,,
KFCaysTmOeCK6nhWZItV,Jameul Advia,Syed Afzal Hussain,Exam Preparation,AIAPGET / PG / MD / MO / UPSC Entrance Exam Books,320,400,10,9789390000000,,,,,,,,,
PYAIuji0uNPoapori6Q4,Jameul Advia,Abdul  Bari,Undefined,Undefined,160,200,10,TEMP-9790000000957,,,,,,,,,
ZcE95b84TzQXZRYfhQKq,Jarahat-e-Umoomi wa Nizami,Hkm. Md. Yusuf Ansari,3rd (Final) Prof.,Surgery (Ilmul Jarahat),640,800,10,TEMP-9790000000964,,,,,,,,,
RSagIZez7NPDfHk8Se3g,Jarahiyate Zahrawi,Abul Qasim Zahrawi,Reference Books,Undefined,0,0,10,TEMP-9790000000971,,,,,,,,,
dZLa4jYIpFsk7LWxEhZ3,Jaraseem Aur Tibbe Qadeem,Hkm. Md. Kabiruddin,Reference Books,Undefined,160,200,10,TEMP-9790000000988,,,,,,,,,
W2LmsI5f4OMFmuFP0diZ,Jawarahat Sitare Aur Tibbi Ilaj,Alim Iqbal,Reference Books,Undefined,800,1000,10,TEMP-9790000000995,,,,,,,,,
ksRibSDXHMYeCo93hpfJ,Jild Ko Khubsurat Banaye,Hkm. Idress Habban,General,Undefined,120,150,10,9789390000000,,,,,,,,,
7LtQ3SAzMZVVpyvuGjh9,Jild Wa Tazeeniyat,Arshad Jamal,3rd (Final) Prof.,Skin Disorders & Cosmetology (Amraz-e-Jild wa Tazeeniyat),480,600,10,TEMP-9790000001008,,,,,,,,,
jwxCusqaF4no5Fksflvw,Jinsi Amraz Ka Ilaj (Silk Marwareed),Hkm. Md. Hasan Qarshi,Reference Books,Undefined,800,1000,10,TEMP-9790000001015,,,,,,,,,
2PCHdRSI7ZBYXfTx03qU,Jinsi Mohabbat Ke Israr,Idara,General,Undefined,40,50,10,TEMP-9790000001022,,,,,,,,,
NYZMYlQhzWGStbbYZeGj,Jinsiyaat Ki Pehli Kitab,Hkm. Md. Yusuf,General,Undefined,40,50,10,TEMP-9790000001039,,,,,,,,,
JuiUuVDWq7VKFbc29T5i,Kaleed Shifa,Hkm. Idress Habban,General,Undefined,320,400,10,TEMP-9790000001046,,,,,,,,,
9ZA0s7fAdYr1f4QWwrDb,Kaloonji Ke Kamalat,Hkm. Nasir Ahmed Tariq,General,Undefined,80,100,10,TEMP-9790000001053,,,,,,,,,
V2clBG550zwqHq008rf7,Kaloonji Ke Karishmat Hindi,Hkm. Tariq Mehmood Chugtai,General,Undefined,32,40,10,TEMP-9790000001060,,,,,,,,,
oAm7SsCcxeh7R1mACy0U,Kaloonji Ke Karishmat Urdu,Hkm. Tariq Mehmood Chugtai,General,Undefined,48,60,10,9788190000000,,,,,,,,,
ojT7tnlLPdCcai03PyVk,Kamil Us Sana,Hkm. Ibne Abbas Majusi,Masters or P.G.,Undefined,2000,2500,10,9788190000000,,,,,,,,,
zPafSwoIsk2Bha3Xjx3j,Kanjul Mufredat,Hkm. Abdullah,Masters or P.G.,Undefined,40,50,10,TEMP-9790000001077,,,,,,,,,
hIZOm6gTXitS8Apnb0gr,Kanjul Mujarrebat,Hkm. Mohd Abdullah,Masters or P.G.,Undefined,480,600,10,TEMP-9790000001084,,,,,,,,,
p6GDC3pbY3HgA8p3QuBX,Kanjul Murakkabat,Hkm. Abdullah,Reference Books,Undefined,800,1000,10,TEMP-9790000001091,,,,,,,,,
9kclPYRvb8yjmkpWntsC,Kanjul Tashkeesh,Hkm. Md. Rafeeq Hizaji,Reference Books,Undefined,400,500,10,TEMP-9790000001107,,,,,,,,,
wZ4XljcAJiiDeDUbkSOK,Karamad Gharelu Gizahi Nuskhe Hindi,Hkm. Imamuddin Zakai,General,Undefined,160,200,10,9788190000000,,,,,,,,,
OVeBT8sYkQlRuLmHm4mg,Khairul Tajarib,Hkm. Khair Andesh Khan,Reference Books,Undefined,0,0,10,TEMP-9790000001114,,,,,,,,,
3n3M4rLf3cNjfUj5qz8O,Khawas Ul Advia (Darakhton Aur Phodho Ke Khawas),Hkm. Md.,General,Undefined,480,600,10,TEMP-9790000001121,,,,,,,,,
IHvVYK9o7ahPwSHZWGQM,Khawas Ul Advia (Phaloo Aur Sabziyon Ke Khawas),Hkm. Md.,General,Undefined,320,400,10,TEMP-9790000001138,,,,,,,,,
6ILzkROvkfgoo7O4s1zw,Khawateen Do Shijao Ki Mushkile,Dr. Shaheda,General,Undefined,96,120,10,TEMP-9790000001145,,,,,,,,,
ojBDrirDYqvA55m92Kyw,Khazain Ul Advia Vol.1-2,Hkm. Najmul Gani,Masters or P.G.,Undefined,2800,3500,10,9789390000000,,,,,,,,,
Tm72PmKi43RbBx2Z9PDZ,Khuf Alai,Hkm. Tajuddin,General,Undefined,80,100,10,TEMP-9790000001152,,,,,,,,,
EdaFddCGuS5uKJU2fkC1,Khush Naweesan-E-Tib Ek Jaizah,Hkm. Wasim Ahmad Azmi,General,Undefined,83.2,104,10,TEMP-9790000001169,,,,,,,,,
uxAP5in1F9SuIH3Bf8Uz,Kifaya Mansoori (Risala Chob Chini),Hkm. Mansoor Bin Yusuf,Reference Books,Undefined,1600,2000,10,TEMP-9790000001176,,,,,,,,,
yTakIv3s6VDzvSToZO2C,Kitab E Qabla,Hkm. Md. Yusuf Ansari,3rd (Final) Prof.,Gynecology & Obstetrics (Amraz-e-Niswan wa Ilmul Qabalat),280,350,10,TEMP-9790000001183,,,,,,,,,
QYVm7mfohZGDURyxJOZr,Kitab Kuliyat-e-Advia,Hkm. Tahir Mehmood,2nd (Second) Prof.,Unani Pharmacology (Kulliyat-e-Advia),120,150,10,TEMP-9790000001190,,,,,,,,,
lNy5DIFH9EcCp14pUO9c,Kitab Tashkeesh Amraz Mukammal,Dr. Fazal Karim,Reference Books,Undefined,0,0,10,TEMP-9790000001206,,,,,,,,,
ldN6U0j0kwEFyfKlX3lc,Kitab Ul Taskheesh,Hkm. Md. Kabiruddin,2nd (Second) Prof.,Bed Side Clinic (Sareeriyat),320,400,10,9789390000000,,,,,,,,,
WIRtSiDrxja0c7bZ5JRn,Kitab-Ul Nabz,Hkm. Md. Kabiruddin,2nd (Second) Prof.,Bed Side Clinic (Sareeriyat),64,80,10,TEMP-9790000001213,,,,,,,,,
gHmSjqOo53JKVaZj34U3,Kitab-ul-Ain,Prof. Dr. Anees Shah,3rd (Final) Prof.,Ophthalmology (Amraz-ul-Ain),320,400,10,9788200000000,,,,,,,,,
XKZluOdUzSSMkmaTYlyj,Kitab-ul-Basr,Hkm. Md. Yusuf Ansari,3rd (Final) Prof.,Ophthalmology (Amraz-ul-Ain),280,350,10,TEMP-9790000001220,,,,,,,,,
R3Qp0BcLixDq3oY0bmIv,Kitab-ul-Masadeer {Usoole Ilaj},Dr. Fizan Ilahi,2nd (Second) Prof.,Principle of Management (Usool-e-Ilaj),160,200,10,9789390000000,,,,,,,,,
EkFrYMWAOn26ca9ahf5W,Kitabul Advia,Hkm. Abu Gazali Shamshi,Masters or P.G.,Undefined,0,0,10,TEMP-9790000001237,,,,,,,,,
mnUb3u4hJ7YzmwaUvh0Q,Kitabul Akhlat,Hkm. Md. Kabiruddin,Reference Books,Undefined,0,0,10,TEMP-9790000001244,,,,,,,,,
U4m37ix99VfRQBsKoIow,"Kitabul Havi Vol.1-15, Vol.17-19 & Vol.21-23",Hkm. Abu Bakar Zikariya Razi,Reference Books,Undefined,4000,5000,10,TEMP-9790000001251,,,,,,,,,
wZpAX4avCcRl8hJ3w8LJ,Kitabul Istehlahat {Anatomical Terms},Dr. Shamshul Afaaq,1st (First) Prof.,Dictionary (Lughat),80,100,10,TEMP-9790000001268,,,,,,,,,
RObgFL7gcrda9xSAOGvU,Kitabul Jarahat Vol.1-2,Hkm. Hammad Usmani,Reference Books,Surgery (Ilmul Jarahat),0,0,10,TEMP-9790000001275,,,,,,,,,
eFNoEwg66NNk3PTl3h7A,Kitabul Kulliyat,Ibne Rushd,Masters or P.G.,Undefined,480,600,10,TEMP-9790000001282,,,,,,,,,
dMHccmht8KxXrs856IUL,Kitabul Mah,Abu Sahel Isa Al Masihi,Reference Books,Undefined,0,0,10,TEMP-9790000001299,,,,,,,,,
CwHEuC7mJkcpcRPF6zZV,Kitabul Mansoori,Hkm. Abu Bakar Zikariya Razi,Reference Books,Undefined,800,1000,10,TEMP-9790000001305,,,,,,,,,
zBeLSRsKIWCpuTv5aRy9,"Kitabul Moalijat (Amraz, Jild Wa Mufasil)",Anisur Rehman,3rd (Final) Prof.,Medicine (Moalijat),0,0,10,TEMP-9790000001312,,,,,,,,,
54Ha5QylD8zJThliJOgH,Kitabul Mufredat,Iqbal Ahmad Qasmi,Reference Books,Single Drugs (Mufradat),400,500,10,TEMP-9790000001329,,,,,,,,,
geMpoQES8HJAl8Ul4M4u,Kitabul Mufredat,Muzaffar Hussain Awan,Reference Books,Undefined,1600,2000,10,TEMP-9790000001336,,,,,,,,,
tEla899ijC9b1qxvKjv3,Kitabul Mujarebat,Dr. Zubair Ansari,Masters or P.G.,Undefined,40,50,10,9789390000000,,,,,,,,,
8XdlNbTevHwgpdsMYtQq,Kitabul Murakabat,Hkm. Zillur Rahman,2nd (Second) Prof.,Drugs Formulation (Murakkabat),160,200,10,TEMP-9790000001343,,,,,,,,,
m4mmOjz4LKrnt9FtSSwl,Kitabul Murakabat,Nafis Ahmad Qasmi,Masters or P.G.,Undefined,160,200,10,TEMP-9790000001350,,,,,,,,,
qJuX0yK5Aq95rAyUV98z,Kitabul Murakkabat,Syed Afzal Hussain,2nd (Second) Prof.,Drugs Formulation (Murakkabat),320,400,10,9789390000000,,,,,,,,,
J1His8NTyjYcNXscftb9,Kitabul Murakkabat Makhzanul Murakkabat,Hkm. Gulam Jeelani,Reference Books,Undefined,800,1000,10,TEMP-9790000001367,,,,,,,,,
xKUA1IaYhUE3BHfubwVs,Kitabul Mursheed,Hkm. Abu Bakar Zikariya Razi,Reference Books,Undefined,80,100,10,TEMP-9790000001374,,,,,,,,,
